x	y	z
7.488587105e+00	2.408703849e+00	6.174075554e+00
3.569149682e+00	9.148571673e+00	-1.888069620e+00
8.529221836e+00	-1.760249054e+00	-4.914661550e+00
-1.361859422e+00	-3.802347242e+00	-9.148086924e+00
-3.550943641e+00	-8.543233698e+00	3.795254569e+00
3.514529905e+00	8.656425728e+00	-3.565721968e+00
8.775865877e+00	-3.614921300e+00	3.149050985e+00
-3.617937727e+00	8.043355525e+00	4.713274711e+00
6.302316462e+00	3.693054312e+00	6.829506355e+00
4.580947430e+00	8.471472918e+00	2.692409189e+00
4.532200030e-01	9.009651203e+00	4.315179814e+00
8.940246374e+00	4.281938315e+00	-1.317952591e+00
5.873557938e+00	-1.807842695e+00	7.888790905e+00
-8.795286415e+00	-3.850092283e+00	-2.796377352e+00
-2.644063860e+00	-1.920421578e+00	-9.450973879e+00
8.506346748e+00	6.008586482e-01	5.223124916e+00
6.229495287e-01	5.415155819e+00	-8.383795164e+00
2.850772837e+00	9.516049968e+00	1.147992698e+00
-2.020147710e-01	-9.843456342e+00	1.750873292e+00
-9.148531324e+00	1.627265728e+00	-3.695454081e+00
1.821441377e+00	-4.136419057e+00	-8.920335683e+00
-4.200431012e+00	-9.058379754e+00	-5.496685775e-01
-9.524134738e+00	-5.779309033e-01	2.992800256e+00
-5.257441367e-01	2.722552433e+00	-9.607877047e+00
2.201947299e+00	-7.770663534e+00	-5.896457948e+00
-2.917784069e+00	5.486076648e+00	-7.835145126e+00
5.610695988e+00	-8.013124888e+00	2.076034694e+00
-9.590528168e+00	2.484707213e+00	-1.359411460e+00
3.377476966e+00	-1.847855904e+00	9.229197034e+00
-1.957251618e+00	9.775578707e+00	7.792477415e-01
6.870276204e+00	5.476552720e-01	-7.245645491e+00
6.780856387e-01	-8.971278835e+00	4.365358626e+00
-6.407307796e+00	3.117749083e+00	-7.016127669e+00
3.552491762e+00	-7.994464944e+00	-4.844412506e+00
-7.135172456e+00	-4.323706329e+00	5.513154959e+00
-6.153078899e+00	7.845786663e+00	-7.637091730e-01
4.391233072e+00	-4.274427947e-01	-8.974094091e+00
8.929821137e+00	-4.213125521e+00	-1.583624894e+00
-9.154855042e+00	-3.441116643e+00	2.085028876e+00
-6.191274410e+00	3.751394464e+00	6.898924609e+00
4.762111109e+00	8.757662208e+00	-7.909806785e-01
3.485222916e+00	-3.147808080e-01	-9.367717666e+00
-1.659957969e-01	-4.939950972e+00	-8.693062164e+00
9.898367110e+00	1.421835686e+00	-2.668038621e-02
6.811808498e+00	-1.278218597e-01	-7.320035967e+00
-5.451103515e-02	-3.121709688e+00	9.500103008e+00
-1.479547767e+00	4.502614784e+00	-8.805532268e+00
4.345155839e+00	-8.497597904e+00	2.985037788e+00
3.017784916e+00	-9.533653407e+00	4.926382437e-02
9.795985267e+00	-3.578380306e-01	1.977529924e+00
-4.171808639e-01	2.305477818e+00	-9.721663035e+00
2.040113561e+00	-8.602683764e+00	-4.672447828e+00
-8.095258758e+00	-4.396845826e+00	3.890312638e+00
-7.417924880e+00	6.563352015e+00	-1.377243917e+00
4.184468169e+00	-8.780625080e-01	9.039869046e+00
9.567765763e+00	2.873580182e+00	4.476552771e-01
3.058900823e+00	4.765251041e-01	9.508735436e+00
4.818667607e-01	9.615324571e+00	2.704318364e+00
-2.227977596e+00	4.676062815e-01	-9.737425748e+00
8.562664243e+00	3.277204772e+00	-3.992581865e+00
6.095806506e+00	-7.426452785e+00	-2.772894170e+00
-7.611774609e+00	-2.842089763e+00	-5.829529405e+00
-1.659470523e+00	-3.403809526e+00	9.255281643e+00
-3.135442825e+00	8.525567073e+00	-4.181351979e+00
-3.804102469e+00	-9.203613109e+00	-9.068131813e-01
-9.951556627e+00	-9.805065269e-01	7.160763355e-02
-6.805052520e+00	4.969816047e-01	-7.310558767e+00
1.154796270e-01	-1.698695871e+00	9.853988877e+00
-1.665488319e+00	9.661354724e+00	1.970881416e+00
4.881935480e+00	9.958971787e-01	8.670345713e+00
-5.132808748e+00	7.216924740e+00	4.644380654e+00
7.963438289e+00	5.124792077e+00	-3.212500083e+00
7.016607953e+00	-4.398393786e+00	5.605474551e+00
-6.811679435e+00	6.116579301e+00	4.023491138e+00
1.388139735e+00	-9.666133566e+00	-2.153817531e+00
-6.712538496e+00	-1.495694529e+00	-7.259801982e+00
-1.054524717e+00	-5.118451985e+00	8.525809457e+00
8.297920090e+00	-2.551955651e+00	-4.963068056e+00
-2.506931154e+00	-4.875503978e+00	8.363298222e+00
9.839522407e+00	8.214494058e-01	-1.583988536e+00
1.095381343e+00	-2.112207371e+00	-9.712812144e+00
7.180471867e+00	6.548607567e+00	2.357236242e+00
6.528428013e+00	2.349972412e+00	-7.201198326e+00
2.872432296e+00	-8.802211693e+00	3.777592091e+00
-9.131927477e+00	3.919094225e+00	1.117408167e+00
9.585700546e+00	2.733065208e+00	-8.029318833e-01
3.778190039e+00	-1.109973240e+00	-9.192020422e+00
-4.188377912e-01	-3.468521034e+00	9.369841874e+00
-1.696406887e+00	4.582663369e+00	-8.724757883e+00
-8.648411241e+00	1.936535301e+00	4.631934158e+00
2.984407501e+00	7.138304702e+00	6.335449302e+00
4.053402486e+00	3.597510476e+00	-8.404037521e+00
3.315175157e+00	-7.744482356e+00	-5.388191414e+00
-5.492263216e+00	8.132116868e+00	-1.924505136e+00
-2.035762247e+00	-8.871881389e+00	-4.140699542e+00
-3.806903867e+00	5.491363312e+00	7.439920156e+00
-4.837898247e+00	-6.862758841e+00	5.431139995e+00
-7.027305542e+00	5.561361119e+00	4.437143148e+00
7.809989099e+00	6.231215501e+00	4.195517343e-01
9.781253520e+00	6.585780699e-01	-1.973158511e+00
1.850228204e+00	-5.543448368e+00	8.114606324e+00
-5.635488856e+00	8.249336959e+00	4.355514790e-01
1.841213446e+00	9.721305406e-02	9.828554455e+00
7.013468009e-02	7.090843191e+00	7.050888169e+00
8.509723442e+00	-4.925913414e+00	-1.822082318e+00
-8.493417095e+00	-3.141692477e+00	-4.241654681e+00
-4.203076843e+00	-5.674648521e+00	-7.080431429e+00
9.574343216e-01	-8.030846777e+00	-5.881226025e+00
-7.934764850e+00	-5.810862395e+00	1.809249846e+00
-9.368315506e+00	2.916886038e+00	1.930399033e+00
3.693194012e+00	2.444160676e+00	-8.965846116e+00
1.934561903e+00	-7.096499219e+00	6.774744946e+00
-4.873354236e+00	4.652397043e+00	-7.389561573e+00
4.547737851e+00	-7.223327794e+00	5.209761609e+00
-6.682617424e+00	4.819779012e+00	-5.666776388e+00
-5.628708858e+00	-8.210082423e+00	9.550828240e-01
-8.574201991e+00	9.974410280e-01	-5.048581148e+00
9.908299954e-01	-5.015119186e+00	-8.594581751e+00
5.149201502e+00	-6.181228747e+00	5.939539971e+00
-4.425484691e+00	4.252446284e+00	-7.895048186e+00
-7.756070556e+00	-5.839080156e+00	-2.397605568e+00
-7.964210270e+00	-3.270212837e+00	5.086950243e+00
-3.205627961e+00	3.720282393e+00	8.711110623e+00
8.062923210e+00	-4.371238288e+00	3.985165636e+00
-3.798205562e+00	3.462743801e+00	8.578055716e+00
-3.596047375e+00	8.816138601e+00	-3.056819171e+00
8.642286612e+00	2.524123772e+00	4.351974415e+00
4.080102145e+00	7.034718480e+00	-5.819407392e+00
4.302476131e+00	-3.559184560e+00	8.295836571e+00
-3.341441464e+00	7.788315506e+00	-5.308192773e+00
4.425436578e+00	8.946377171e+00	6.146922813e-01
3.925247574e+00	2.696979279e-01	9.193459333e+00
2.929056115e-01	9.984562538e+00	-4.719292545e-01
9.908047510e+00	-4.683127035e-01	-1.269361157e+00
-1.991143567e+00	-5.396992827e+00	-8.179719783e+00
-1.168430561e+00	-1.770881467e+00	9.772346128e+00
-1.721303433e+00	9.498757115e+00	2.609737105e+00
9.568920336e+00	2.629014107e+00	-1.234523563e+00
4.848187203e+00	-2.276595367e+00	-8.444654782e+00
-1.126270129e+00	-4.177713163e+00	-9.015443878e+00
-4.204190946e+00	-9.072582546e+00	-1.141246485e-01
-1.558545517e-01	9.401678829e+00	3.403548818e+00
9.964435723e+00	-7.396200596e-03	8.425948183e-01
-4.578773814e-02	5.216260754e+00	-8.531619262e+00
8.813875369e-01	-1.441581094e+00	-9.856216310e+00
-7.349432446e+00	6.778952150e+00	1.779057776e-01
9.427370591e+00	2.474104638e-01	3.326179762e+00
2.035516266e-01	2.736542710e+00	9.616127117e+00
2.665219270e+00	9.365498736e+00	2.276848626e+00
5.934786103e+00	1.442807262e+00	7.918119797e+00
1.435467720e+00	7.877840422e+00	5.989913414e+00
8.960335624e+00	3.608991652e+00	2.586032631e+00
2.905152953e+00	2.081695127e+00	-9.339519887e+00
2.001346233e+00	-8.979034778e+00	3.920656540e+00
-8.107163971e+00	3.539957939e+00	4.662895039e+00
5.278116673e+00	6.952428382e+00	-4.879059743e+00
8.184385769e+00	-5.743620061e+00	1.632733116e-01
-8.184576926e+00	2.326621477e-01	5.740955397e+00
1.172614261e-01	2.893434208e+00	-9.571535313e+00
2.620434229e+00	-8.668446199e+00	-4.241622914e+00
-8.953952165e+00	-4.381325996e+00	7.941807985e-01
-3.557525285e+00	6.448546111e-01	-9.323528108e+00
-8.895922294e+00	-4.251505797e+00	-1.669510406e+00
-4.784913399e+00	-1.878972556e+00	8.577532623e+00
-1.994557514e+00	9.105179368e+00	3.621801900e+00
8.469908294e+00	3.369107704e+00	4.112148680e+00
5.146339003e+00	6.281340046e+00	-5.836091338e+00
-4.761289972e+00	-8.768954228e+00	6.599693615e-01
-9.901614010e+00	7.452156445e-01	-1.184353679e+00
5.060568403e-01	-8.042642223e-01	9.954750903e+00
8.088623933e+00	-3.955710310e-01	5.866658881e+00
-4.170278686e-01	6.184882252e+00	7.846866845e+00
5.937280246e+00	7.532729907e+00	-2.829608353e+00
-2.828123303e+00	9.591390157e+00	-8.338726435e-02
2.466799000e-01	-9.488373613e+00	3.148001779e+00
3.863687590e+00	9.214501851e+00	4.060466118e-01
-7.412642156e+00	6.380096811e+00	2.084970251e+00
7.540311959e+00	2.464120308e+00	6.088662141e+00
3.320316651e+00	8.204261059e+00	-4.654631866e+00
8.523524428e+00	-4.835763773e+00	-1.991210702e+00
-2.824857624e+00	-1.163184762e+00	9.521931559e+00
-1.882728749e+00	-9.796036996e+00	7.021336318e-01
4.688512817e-01	-8.664521186e+00	-4.970538310e+00
-5.040873492e+00	-8.381975914e+00	2.081363547e+00
-8.607028705e+00	2.137247348e+00	-4.620739187e+00
2.426454610e+00	-5.246006698e+00	8.160375711e+00
-5.086118077e+00	7.911662490e+00	-3.396615896e+00
7.320080278e+00	-5.796709352e+00	-3.579746557e+00
-7.214006103e+00	-4.454995401e+00	-5.301993203e+00
-4.787398267e+00	-5.697593551e+00	-6.679689032e+00
-5.932926407e+00	-6.955586265e+00	4.052185085e+00
-6.809411762e+00	3.967026751e+00	-6.155859827e+00
2.582509463e+00	-4.007426028e+00	-8.790402807e+00
9.234032509e+00	-3.100387816e+00	2.262794512e+00
-3.128370266e+00	2.283217291e+00	9.219556295e+00
6.196335740e+00	-8.771529290e-01	-7.799745261e+00
-9.018214202e-01	-8.019100337e+00	5.905992543e+00
-7.817915912e+00	5.757822092e+00	2.393256263e+00
5.690018039e+00	2.365073302e+00	7.875920454e+00
2.864619180e+00	9.539456036e+00	-8.903569512e-01
9.432485247e+00	-8.803729244e-01	3.202056460e+00
-9.714222108e-01	3.533217207e+00	9.304445983e+00
3.544117130e+00	9.333150061e+00	-5.757983194e-01
9.132959285e+00	-5.634477720e-01	-4.033804818e+00
-3.664509356e-01	-2.623475720e+00	9.642773919e+00
7.244404423e+00	6.286937438e+00	2.827193345e+00
-1.425324988e+00	1.791286516e+00	9.734461531e+00
6.693790509e+00	-3.225539853e+00	6.692463020e+00
-3.845781234e+00	7.979361554e+00	-4.641094256e+00
6.304096861e+00	-3.666697835e+00	6.842053037e+00
-3.769274786e+00	7.033461483e+00	6.026855494e+00
7.505049725e+00	6.430951570e+00	1.522199244e+00
9.713025002e+00	2.299062457e+00	-6.094728319e-01
2.479538667e+00	-6.573163981e-01	-9.665393068e+00
-4.405576013e-01	-6.478101563e+00	-7.605268512e+00
-5.734151539e+00	-6.731873794e+00	-4.669194936e+00
-7.831457983e+00	-5.431861184e+00	-3.027069529e+00
-9.162382078e+00	3.665678909e+00	1.616648630e+00
4.355224275e+00	1.920753980e+00	-8.794471312e+00
1.652934581e+00	-7.568218470e+00	-6.323754934e+00
-7.536316602e+00	-6.297098780e+00	-1.884271485e+00
-7.733072532e+00	-2.313955771e+00	-5.902982119e+00
-3.088952797e+00	-7.880026643e+00	-5.325744148e+00
-8.018364982e+00	-5.419240609e+00	-2.517469809e+00
-3.532546490e+00	-1.641019430e+00	9.210220981e+00
-6.910545478e+00	-6.279326559e+00	3.579723336e+00
7.813766805e+00	1.139032651e+00	-6.135768325e+00
1.892152456e+00	9.808001650e+00	4.720833865e-01
9.890488110e+00	4.760536639e-01	-1.397003171e+00
4.375127733e-01	-1.283903009e+00	9.907581725e+00
8.474895301e+00	4.236476511e+00	-3.198189552e+00
7.828289011e+00	-5.909711067e+00	-1.947615536e+00
-5.879372067e+00	-1.937616958e+00	7.853574003e+00
-2.324638272e+00	9.422253775e+00	2.411885302e+00
9.671894163e+00	2.475787633e+00	5.700341204e-01
1.903386927e+00	4.382425528e-01	9.807398313e+00
8.821853385e+00	-2.063877058e+00	4.232648621e+00
-3.202841757e+00	6.568464770e+00	6.826205040e+00
5.583233704e+00	5.802314449e+00	5.929641511e+00
4.225185942e+00	9.060056192e+00	-2.513673660e-01
9.721022158e+00	-2.697055827e-01	2.330018692e+00
-6.314152796e-01	5.454871897e+00	-8.357373231e+00
-6.660917011e+00	6.721642777e+00	3.232909363e+00
-8.783621631e+00	-4.778010857e+00	-1.363939305e-01
-9.723864628e+00	-2.775791341e-01	2.317197990e+00
-1.004292522e-01	8.383715950e-01	9.964288586e+00
8.993990563e+00	5.651061705e-01	-4.334603647e+00
8.689410730e-01	-6.665146021e+00	7.404104937e+00
-4.055533852e+00	4.505167347e+00	7.953371132e+00
-8.162188526e+00	5.558359972e+00	-1.575853065e+00
-1.533206750e+00	9.797394981e+00	1.288537407e+00
9.607383483e+00	-2.646889627e-01	2.761905566e+00
-9.270788799e-01	9.673634642e+00	2.358244595e+00
2.918708162e+00	7.115244686e-01	-9.538075047e+00
6.521500420e-01	-8.742153386e+00	4.811388000e+00
4.833131244e+00	8.118133060e+00	3.276699253e+00
8.653525886e+00	3.492798356e+00	-3.594001863e+00
6.842396880e+00	-7.040654693e+00	-1.900206942e+00
-6.066671195e+00	-1.637337893e+00	-7.779114682e+00
-1.919335500e+00	-9.118906387e+00	-3.627905394e+00
-9.006851158e+00	-3.583324854e+00	-2.456911721e+00
-7.424117217e+00	-5.090356401e+00	4.355543051e+00
-5.030926692e+00	4.304692259e+00	-7.493957644e+00
1.452518001e+00	-2.528661219e+00	9.565357489e+00
-1.916903796e+00	7.251216549e+00	6.614025885e+00
7.198836427e+00	6.566248594e+00	2.249696311e+00
6.265442051e+00	2.146635429e+00	-7.492408974e+00
-6.694185757e+00	5.800606969e+00	4.641210600e+00
7.228089781e+00	5.783375273e+00	-3.782497663e+00
4.207702037e+00	-2.751960987e+00	8.644186156e+00
-3.010312005e+00	9.455692680e+00	-1.236081540e+00
9.495784846e+00	-1.241322530e+00	-2.879095088e+00
-3.525981169e+00	-8.178080091e+00	4.548237332e+00
-4.109625179e+00	2.285567083e+00	-8.825370474e+00
1.526109636e+00	-5.892840783e+00	7.933814775e+00
3.611574306e+00	9.185601144e+00	1.606630841e+00
1.514553359e+00	9.129021969e+00	3.790393913e+00
3.657305162e+00	7.711305768e+00	-5.211514396e+00
9.047837875e+00	-4.258563391e+00	-3.560376581e-02
-5.034615913e+00	-4.209196141e-02	8.640073546e+00
-3.733858935e-02	7.664365053e+00	-6.423092258e+00
4.387904614e+00	-2.513629964e+00	8.627163932e+00
-2.792078089e+00	9.582840644e+00	6.111179388e-01
9.412858147e+00	6.002777968e-01	-3.322313663e+00
1.198700441e+00	-6.634359750e+00	-7.385688049e+00
-4.469132504e+00	-4.975253041e+00	-7.434629233e+00
-4.356094579e+00	-6.509407227e+00	-6.217077897e+00
-5.816582557e+00	-6.898229449e+00	-4.310660950e+00
-7.979694905e+00	-4.986462029e+00	-3.385212793e+00
-7.262237714e+00	-4.930192965e+00	4.790939440e+00
-3.480615882e+00	3.382305728e+00	-8.743301495e+00
9.871758375e+00	-7.972155221e-01	1.383052421e+00
-1.109986603e+00	1.925664536e+00	-9.749858760e+00
1.932527014e+00	-9.784604269e+00	7.258502811e-01
-9.183137249e+00	6.812317157e-01	3.899476069e+00
4.888739760e-01	2.798390513e+00	-9.588014016e+00
7.159491710e+00	5.675754051e+00	-4.065402121e+00
9.171173653e+00	1.986178456e+00	3.456106042e+00
3.184510429e+00	5.541297511e+00	-7.691093240e+00
3.952782472e+00	-5.486299642e+00	7.367226546e+00
-8.613164867e+00	-2.590861844e+00	4.370449163e+00
-5.096021777e+00	8.596330273e+00	-3.656061838e-01
6.695244241e+00	-2.847520533e-01	7.422440355e+00
-2.986340214e-01	7.784292285e+00	-6.270216211e+00
5.251876314e+00	-4.230365305e+00	7.383888174e+00
-4.847420603e+00	8.460926915e+00	-2.217031628e+00
-1.838094419e+00	-9.795328919e+00	-8.203293750e-01
-9.947337914e+00	-8.330596718e-01	-5.970594661e-01
-2.099121289e+00	-1.504454337e+00	9.660761200e+00
-1.504760075e+00	9.662724480e+00	-2.089845148e+00
8.081558207e+00	-1.747871963e+00	-5.624354234e+00
-1.319462501e+00	-4.245805565e+00	8.957240301e+00
-2.602679802e-01	9.846055502e+00	1.728424608e+00
-9.649994340e+00	1.267554047e+00	-2.295847550e+00
1.701592456e+00	-3.081996290e+00	9.359801386e+00
1.317008216e-01	-9.873019359e+00	1.583080425e+00
-9.860538550e+00	1.581079200e+00	5.195845125e-01
6.976516562e+00	2.292668170e+00	-6.787627665e+00
1.367382885e+00	-4.048246502e+00	9.041126274e+00
-2.236342513e+00	4.994521712e+00	8.369798387e+00
3.792868935e+00	6.356073739e+00	-6.724170720e+00
6.429410001e+00	-6.801754078e+00	3.521197026e+00
-7.549294507e+00	3.908190897e+00	-5.266326648e+00
4.163370204e+00	-5.610183338e+00	-7.154871869e+00
-5.781526974e+00	-7.373392671e+00	-3.493855516e+00
-9.016443180e+00	-4.272409072e+00	-6.710239237e-01
-3.275281377e+00	-5.144151985e-01	9.434400294e+00
-5.436645914e-01	9.970835612e+00	5.355987451e-01
6.238030515e+00	3.350853876e-01	-7.808629398e+00
-4.850082359e+00	-3.474992694e+00	8.025031270e+00
-1.696800665e+00	3.918534395e+00	-9.042452969e+00
3.821135269e+00	-8.817693676e+00	-2.765357751e+00
-7.147890101e+00	-2.241682918e+00	-6.624388636e+00
-6.298115925e+00	7.754946275e+00	-4.410715073e-01
-4.718307665e-01	9.940286386e+00	9.839117251e-01
9.614994053e-01	5.652967705e+00	-8.192647619e+00
5.653179219e+00	-8.192954159e+00	-9.576360861e-01
-9.054403879e+00	-1.058326914e+00	-4.110682978e+00
-1.420818652e+00	-5.518649267e+00	8.217407415e+00
-4.338986881e+00	6.460860484e+00	-6.279368969e+00
5.923656385e+00	-6.465926308e+00	-4.806463567e+00
-8.791016412e+00	4.222309422e+00	-2.211364643e+00
6.003686759e+00	-3.144331526e+00	7.353157455e+00
-3.529503167e+00	8.253898264e+00	-4.406333039e+00
8.771094169e+00	-4.682437412e+00	-1.068965367e+00
-6.910703018e+00	-1.577661705e+00	7.053592513e+00
-2.141836299e+00	9.575969576e+00	-1.927003880e+00
2.335000717e+00	-4.698798807e-01	-9.712208016e+00
-4.028913508e-01	-8.327584916e+00	-5.521685252e+00
-8.156489746e+00	-5.408238954e+00	-2.054903025e+00
-8.911854366e+00	-3.386129320e+00	3.018771271e+00
-6.927976271e+00	6.176366510e+00	-3.722316687e+00
8.297823501e+00	-5.000857192e+00	-2.477408423e+00
-2.569609561e+00	-1.272976237e+00	9.580012432e+00
-1.112984393e+00	8.375964930e+00	5.348315365e+00
4.943307615e+00	3.156456396e+00	-8.099413117e+00
7.523592930e+00	-5.631112845e+00	-3.418496386e+00
-8.169362276e+00	-4.959399001e+00	-2.943786941e+00
-4.079186631e+00	-2.421312812e+00	-8.803265343e+00
-2.545515131e+00	-9.254832761e+00	-2.805070993e+00
-6.054748898e+00	-1.835149369e+00	7.744174751e+00
-1.441340495e+00	6.082334689e+00	-7.805622480e+00
-7.385052612e+00	-6.330432338e+00	-2.320910237e+00
-9.270964113e+00	-3.398989890e+00	1.579902572e+00
-3.305393167e+00	1.536397381e+00	9.312027658e+00
1.626005202e+00	9.855136174e+00	4.820768349e-01
6.307396040e+00	3.085345008e-01	-7.753809493e+00
-6.143634013e+00	-7.681944238e+00	1.800970246e+00
-7.898363609e+00	1.851708033e+00	-5.846967561e+00
-7.758256525e+00	3.513539953e-01	-6.299683013e+00
4.944246759e-01	-8.864901990e+00	-4.600984346e+00
-7.236073369e+00	-3.755603878e+00	-5.790913720e+00
-3.983583203e+00	-6.142444031e+00	6.811860699e+00
-6.696600724e+00	7.426410572e+00	6.296633123e-02
-5.539906138e+00	-7.291362298e+00	-4.018143331e+00
-7.930118300e+00	-4.370150688e+00	-4.244408876e+00
-5.048106789e+00	-4.902858229e+00	7.104829275e+00
-6.390393010e+00	-2.901726919e+00	7.123402141e+00
-2.718995162e+00	6.674816928e+00	6.932090903e+00
7.514018678e+00	-1.872842479e+00	6.327083400e+00
-2.080352863e+00	7.028122341e+00	6.802766226e+00
7.026396164e+00	6.801095398e+00	2.091616200e+00
7.441814286e+00	2.288663576e+00	6.275461669e+00
2.009937471e+00	5.511201247e+00	-8.098568527e+00
4.806475395e+00	-7.062992008e+00	5.197301048e+00
-8.015874481e+00	5.898479397e+00	9.765741697e-01
5.603302208e+00	4.305517503e-01	8.271495001e+00
4.243570210e-01	8.152485679e+00	5.775543123e+00
9.521875029e+00	2.360320513e+00	1.939789423e+00
3.657718729e+00	3.006034167e+00	8.808226398e+00
3.222654608e+00	9.442963659e+00	6.670341883e-01
4.118581166e-01	-9.969101878e+00	-6.688651861e-01
-1.496733277e+00	9.432560266e+00	2.964219346e+00
4.622460117e+00	1.452626362e+00	8.747727654e+00
1.617293015e+00	9.739351564e+00	1.590406995e+00
9.356861249e+00	1.527947470e+00	3.180333960e+00
1.676764357e+00	3.490087672e+00	9.219964714e+00
2.590111131e+00	6.842445082e+00	6.817057256e+00
-1.634261096e+00	5.549427390e+00	8.156779163e+00
5.574796222e+00	8.194067327e+00	-1.333756997e+00
9.134220847e+00	-1.486786779e+00	-3.788861914e+00
-2.081559413e+00	-5.304554289e+00	-8.217591752e+00
-3.765526774e+00	-5.833395245e+00	7.196687295e+00
-6.066767505e+00	7.484599755e+00	-2.678637441e+00
8.508701073e+00	-3.045149509e+00	4.281246374e+00
-2.270095927e+00	3.191580553e+00	9.201112871e+00
-6.421924395e+00	6.889377353e+00	3.360858038e+00
5.672861856e+00	2.767402972e+00	7.756295453e+00
3.343131951e+00	9.369910855e+00	1.014021368e+00
9.368163969e+00	1.013832318e+00	-3.348081224e+00
1.585133228e+00	-5.234746124e+00	8.371665645e+00
-3.087316729e+00	4.937390043e+00	8.129615918e+00
4.071629588e+00	6.704105697e+00	-6.202966976e+00
7.187363005e+00	-6.650100309e+00	2.029280396e+00
-9.513379955e+00	2.903011164e+00	1.033502784e+00
2.843868973e+00	1.012447536e+00	-9.533486207e+00
1.041315008e+00	-9.805310313e+00	-1.664798104e+00
-8.517126184e+00	-1.446083303e+00	5.036606461e+00
-2.224475156e+00	7.747690548e+00	-5.918192415e+00
7.444472436e+00	-5.686574603e+00	-3.498956905e+00
