x	y	z
6.669072874e+00	-4.497893702e+00	5.940742314e+00
2.317736381e+00	-7.612629705e+00	6.056068612e+00
2.933647049e+00	-8.515470687e+00	4.345166736e+00
-7.922209158e-01	-3.796451028e+00	9.217339400e+00
8.812709971e+00	-2.211619811e+00	-4.176706930e+00
-2.501408594e+00	9.454571639e+00	2.086631298e+00
-3.918932473e-01	-3.013558835e-01	-9.987772740e+00
8.932008526e+00	3.431075463e-02	-4.496448205e+00
-9.028047872e-01	5.659208189e+00	8.195017156e+00
6.518366614e+00	-4.151008914e+00	-6.346654369e+00
2.338080853e+00	5.192820623e+00	-8.219975176e+00
6.153899989e+00	3.851426642e+00	6.877210753e+00
4.722660116e+00	-7.057344665e+00	5.281133184e+00
8.820580179e-01	-9.961021246e+00	5.421382378e-03
-4.592965742e+00	-7.822643498e-03	-8.882826380e+00
7.264186212e+00	2.659626591e+00	6.337032829e+00
3.095242059e+00	-6.930339046e+00	6.510750901e+00
3.589072643e+00	-6.985524377e+00	6.190396331e+00
3.580026649e+00	-9.122432100e+00	1.991140820e+00
-6.971192286e+00	-5.035283524e+00	5.103763116e+00
3.241106786e-01	-9.939089262e+00	-1.053307602e+00
-9.039262198e+00	3.105328789e+00	-2.940862464e+00
-4.259192479e+00	5.638925564e+00	-7.075436235e+00
5.760373666e+00	7.545753553e+00	3.143198776e+00
-3.486405697e+00	-5.282912024e+00	7.741822515e+00
7.191206691e+00	-6.173891767e+00	-3.188982091e+00
-5.175404275e+00	8.093076193e+00	2.778004377e+00
-8.136059796e-01	-9.697580412e-01	9.919557180e+00
9.794325549e+00	-2.475735042e-01	-2.002472073e+00
-7.240152074e+00	5.268874239e+00	4.451871763e+00
-1.654165155e+00	-9.510956667e+00	2.608724000e+00
-5.978672298e+00	-6.401709210e+00	4.824271628e+00
-5.452621219e-01	-9.866702779e+00	1.533253236e+00
-3.054782805e+00	-1.596903980e+00	9.387129470e+00
3.109208341e+00	-6.061525809e-01	9.485009359e+00
8.276338810e+00	-1.350828167e+00	-5.447704026e+00
1.400522898e+00	9.891729554e+00	4.384313479e-01
-4.856340679e+00	-6.731614754e-01	8.715664567e+00
8.357347125e+00	-3.567820779e+00	4.174374675e+00
-2.543534339e+00	-9.585385014e+00	-1.284845207e+00
-7.614993866e+00	3.252345920e+00	5.606613455e+00
4.983871283e-01	-2.583463318e+00	-9.647659175e+00
5.677550970e+00	6.310339206e-01	-8.207753114e+00
5.388772159e+00	3.401435497e+00	-7.706579733e+00
6.716354322e+00	5.896633635e+00	-4.485565338e+00
-7.347521828e-01	4.506676970e+00	-8.896628683e+00
7.767697801e+00	2.805840192e+00	-5.638273822e+00
1.930166389e+00	9.496463135e+00	-2.468125938e+00
-7.025833672e+00	6.886517245e+00	-1.792635336e+00
-3.981397885e+00	2.513769258e+00	-8.822099240e+00
6.677999393e+00	2.590522092e+00	6.978074190e+00
5.814910074e+00	-8.120582720e+00	4.929068082e-01
-8.927433425e+00	-1.393580838e+00	4.284724600e+00
-1.667383208e+00	-7.294827531e+00	-6.633650920e+00
2.789746865e+00	4.949848285e+00	8.228992307e+00
7.507216763e+00	-4.668857626e+00	4.673699278e+00
-4.160372438e-01	-4.044262325e+00	-9.136238573e+00
6.647295553e+00	1.849419933e+00	7.238308348e+00
5.289871996e+00	-6.239909673e+00	-5.751589479e+00
1.678729930e+00	6.977063243e+00	-6.964370346e+00
1.069945116e+00	1.507861571e+00	9.827592326e+00
6.424004958e+00	-3.482870422e-01	-7.655772752e+00
2.471036320e+00	2.240291694e+00	9.427357670e+00
8.150983885e+00	-1.482396152e+00	5.600353859e+00
1.607453025e+00	-8.421477423e+00	5.147311220e+00
1.876594855e-01	-4.052048331e+00	-9.140333049e+00
9.516838084e+00	2.634603541e+00	-1.577547803e+00
-6.933744826e+00	3.748414458e+00	6.154069526e+00
1.837388144e+00	-4.843769161e+00	-8.553473278e+00
8.842457809e+00	4.319917585e+00	1.774613183e+00
-6.836636360e+00	-4.262559576e+00	5.923764778e+00
2.854211277e+00	-9.557341909e+00	7.146283103e-01
-3.723269848e+00	-8.502336673e-01	-9.241989199e+00
1.453325014e+00	3.527831609e-01	9.887537127e+00
9.992423273e+00	-3.531918144e-01	-1.635013289e-01
-6.035996779e+00	3.103146957e-01	-7.966834231e+00
7.947469689e+00	5.901662782e+00	1.417075140e+00
-8.545186782e+00	-4.077191142e+00	-3.218119830e+00
-3.823156985e+00	6.100819771e+00	-6.939990547e+00
5.719218781e+00	8.192264138e+00	-4.211232953e-01
-9.674029028e+00	1.287391914e+00	2.180776108e+00
-4.944467000e+00	-4.040370311e+00	-7.695950483e+00
6.082346407e+00	5.376077357e+00	-5.839764930e+00
1.174036648e+00	4.346416809e+00	-8.929182430e+00
6.520352873e+00	2.280165404e+00	7.230895114e+00
1.681233637e+00	-1.992565266e+00	9.654177185e+00
9.687503993e+00	-1.056644380e+00	-2.244051924e+00
-6.905043004e+00	5.875184145e+00	4.219311836e+00
-1.937726760e+00	-7.741636037e+00	-6.025967680e+00
3.128811690e+00	9.368734242e+00	1.561203418e+00
-8.788894740e+00	-4.693160288e+00	-8.541520736e-01
-8.720681082e+00	2.397939447e+00	4.266099843e+00
-2.283920574e+00	-9.729751357e+00	3.400666874e-01
-8.879778074e+00	-9.522978373e-01	-4.499185502e+00
-1.528861523e+00	9.636891412e+00	2.189270739e+00
-6.723791841e+00	-5.524335836e+00	-4.926696343e+00
-2.197686607e-01	9.541429879e+00	-2.985434240e+00
-5.469484609e+00	7.456110367e+00	3.806725142e+00
-3.659078691e+00	-9.299131047e+00	-3.705467705e-01
-6.240648918e+00	7.297778146e-01	-7.779571031e+00
3.710792477e+00	3.110163819e+00	8.749680006e+00
8.414488579e+00	-3.486386365e+00	-4.128134211e+00
-2.672164711e+00	9.510616685e+00	-1.551678456e+00
-8.796051567e+00	4.663209683e+00	9.401873643e-01
-9.422859636e+00	-2.867082840e+00	1.729032179e+00
-8.559590705e+00	-5.168076991e+00	-1.561639412e-01
-8.843839090e+00	4.342302741e-01	-4.647359920e+00
-6.362402832e-01	5.719496040e+00	-8.178176041e+00
2.878934636e+00	1.854836998e+00	9.395281532e+00
7.465374412e+00	-1.435568581e+00	6.496716690e+00
1.132431657e+00	-2.228201118e+00	-9.682598738e+00
8.854052388e+00	8.858156597e-01	4.563012922e+00
-4.508228922e-01	-3.263225465e+00	-9.441828122e+00
4.667311108e+00	8.269289825e-01	-8.805248178e+00
1.823137325e+00	7.183562678e-01	-9.806127399e+00
5.389749176e+00	3.286793019e-01	8.416803059e+00
8.723908130e+00	-4.736211643e+00	1.209018701e+00
-9.287273548e+00	-3.707564611e+00	-2.268692945e-02
-9.914989903e+00	7.066839428e-02	-1.299223309e+00
-8.430610323e+00	3.645808794e+00	3.953844688e+00
-2.046783578e+00	-6.001811173e+00	-7.732330802e+00
7.283370995e+00	6.290841367e+00	2.716214616e+00
-3.376116627e+00	-3.869005830e+00	-8.580945776e+00
9.022532459e+00	4.311837419e+00	4.434084056e-02
-8.518503875e+00	-1.186711667e-01	5.236507317e+00
4.868338032e-02	-6.540124979e-01	9.978471706e+00
5.760633907e+00	-3.896156500e-02	8.173957364e+00
8.395413367e+00	-5.424747023e+00	-2.985868930e-01
-9.819559916e+00	9.238236319e-01	1.650088770e+00
-6.238687718e+00	-3.558715242e+00	-6.958040053e+00
5.342739327e+00	7.561279319e+00	-3.779178687e+00
-3.526589662e+00	8.739687999e+00	3.343803079e+00
-4.959234945e+00	-8.655267989e+00	-7.016586096e-01
-6.747694799e+00	1.511980595e+00	7.223747613e+00
1.956359888e+00	-2.329231166e+00	9.526139730e+00
8.034541293e+00	-1.204997554e+00	5.830448277e+00
1.659453763e+00	-6.215695096e+00	-7.655804836e+00
3.395139935e+00	3.078040444e+00	8.888120828e+00
9.061013627e+00	-3.300415471e+00	2.646750795e+00
-6.192487481e+00	-6.791515001e+00	3.940611982e+00
-5.338807285e-01	-1.544458942e+00	9.865577426e+00
3.820019272e+00	-1.614157518e-01	-9.240205502e+00
9.715599321e+00	2.364150812e+00	-1.338684792e-01
-1.200660769e+00	5.052480845e-02	-9.927530456e+00
6.004277840e+00	1.367228887e-01	7.995620956e+00
7.845579938e+00	-5.716654687e+00	2.401402636e+00
-7.281568496e+00	-6.843888582e+00	3.740979873e-01
-6.608096915e+00	-7.802210684e-01	7.464871750e+00
6.836752930e+00	-6.989342045e+00	2.099501645e+00
-6.121518151e+00	-4.746801341e+00	6.324151529e+00
2.194045864e-01	-4.966413044e-01	-9.985249573e+00
9.779141282e+00	4.531670076e-02	-2.089579428e+00
-7.913950985e+00	6.097298211e+00	4.385593768e-01
-4.035270851e+00	-5.595143370e-01	-9.132553469e+00
3.833141092e+00	1.071244628e+00	9.173846757e+00
8.456290754e+00	-2.245424300e+00	4.842439096e+00
-3.593610633e-01	-7.254003837e+00	6.873884488e+00
1.929900854e+00	-2.890493084e+00	9.376594927e+00
6.410298266e+00	-1.271748901e+00	-7.569064068e+00
5.335585221e+00	5.108933704e+00	6.740202278e+00
5.022756288e+00	-8.253309428e+00	2.579690438e+00
-6.542633594e+00	-6.878713815e+00	-3.142807965e+00
-5.471036644e+00	8.287987731e+00	-1.173463851e+00
-9.053892961e+00	3.497664632e+00	-2.406940876e+00
-5.500344366e+00	5.187783759e+00	6.544701027e+00
4.417751564e+00	-8.377374531e+00	-3.209839106e+00
-3.359312352e+00	5.329772933e+00	-7.765857390e+00
7.613932378e+00	6.437590622e+00	-7.651540501e-01
-9.712323578e+00	2.380682282e+00	5.588016941e-02
-9.964623454e+00	-1.749496576e-01	-8.219927227e-01
-8.498491462e+00	2.244742802e+00	4.768309200e+00
-7.237869067e-01	-9.926225493e+00	9.727178286e-01
-5.071853086e+00	-1.600017367e+00	8.468544780e+00
3.540371441e+00	-1.848202453e+00	-9.167874222e+00
8.645244112e+00	2.312971362e+00	-4.462053084e+00
-1.309775315e+00	7.676178249e+00	6.273816710e+00
3.564205046e+00	-8.425877837e+00	4.037452794e+00
-2.881098901e+00	-9.235466037e+00	-2.530896325e+00
-6.627863918e+00	6.757794104e+00	3.225467211e+00
-1.530210603e+00	-2.454413083e+00	-9.572581257e+00
7.636630247e+00	1.031635818e+00	-6.373194333e+00
3.429017186e+00	7.449224691e+00	5.722839560e+00
2.085781346e+00	-9.026524263e+00	3.764488797e+00
-8.187509022e-01	-2.002370526e+00	9.763204353e+00
1.860406219e+00	-1.386543661e-01	-9.824442156e+00
9.966764177e+00	5.502562235e-01	6.006912098e-01
-8.921906989e+00	-1.703952757e+00	-4.182836439e+00
-2.528037172e+00	9.630179630e+00	-9.320237911e-01
-8.538649375e+00	2.574137661e+00	-4.523857001e+00
-9.797113145e-01	6.500617756e+00	7.535392129e+00
4.858879711e+00	-4.752014037e+00	7.335506155e+00
4.146726849e+00	-4.599089477e+00	7.851944500e+00
5.046048000e+00	-4.037588181e+00	7.631204444e+00
7.150976459e+00	-6.584492065e+00	-2.346912852e+00
-6.586741664e+00	5.981806616e+00	-4.564298836e+00
-8.488560672e-01	6.162702855e+00	7.829465940e+00
1.408554102e+00	-1.143461001e+00	9.834046587e+00
9.952699843e+00	-5.193626430e-01	8.209922588e-01
-9.547285031e+00	-2.518555275e+00	-1.583107026e+00
-6.025399852e+00	3.270970540e+00	-7.279787658e+00
3.340476649e+00	3.837881832e+00	8.608825635e+00
4.724920379e+00	-2.207398128e+00	8.532439330e+00
7.901312170e+00	-3.925011806e+00	4.707817787e+00
-8.278408738e-01	-8.993341103e+00	4.293541114e+00
-2.174782474e+00	-9.637517449e+00	1.545502707e+00
-7.789492433e+00	-4.110243655e+00	-4.736000921e+00
-8.111348365e-01	9.757608257e+00	2.032520944e+00
-8.016201681e+00	-5.950183057e+00	5.795103081e-01
-9.833305280e+00	-1.810282254e+00	-1.702510799e-01
-9.885952703e+00	5.292644069e-01	-1.409900119e+00
-8.354006305e+00	3.962879719e+00	3.808695708e+00
-2.517476463e+00	-6.409521827e+00	-7.251230393e+00
3.347381945e+00	3.916214405e+00	8.570781694e+00
3.679395232e+00	-1.772824593e+00	9.127932060e+00
7.017459500e+00	-1.972151906e+00	-6.845865835e+00
5.414607805e+00	8.266329322e+00	1.532912865e+00
-8.245435541e+00	-4.309222775e+00	3.666523124e+00
-3.846375332e+00	-8.638052077e+00	3.254143993e+00
-3.387457094e+00	-5.544015691e+00	-7.601909264e+00
6.190126265e+00	5.805932303e+00	-5.288996778e+00
5.638329480e-01	6.193155416e+00	7.831150516e+00
7.632589818e+00	-6.189420489e+00	-1.853279980e+00
-4.924962860e+00	3.242365445e+00	-8.076621023e+00
7.622242356e+00	5.262322000e+00	-3.769534274e+00
-3.164027027e+00	7.773221778e+00	5.437458612e+00
9.264341085e-01	-6.698558244e+00	7.366887898e+00
5.969554348e+00	-6.490936086e+00	-4.715100170e+00
-6.644765918e-01	7.404159187e+00	-6.688564688e+00
4.292531279e+00	7.318150060e+00	5.293283945e+00
8.339971222e-01	-9.025992861e+00	4.223257235e+00
-2.415086842e+00	-9.699819483e+00	2.843546170e-01
-9.923912722e+00	-8.888951134e-01	-8.519517401e-01
-9.568665926e+00	2.623998030e+00	1.247103341e+00
-9.242073611e+00	-3.818342546e+00	6.584501363e-02
-7.460469833e+00	-1.543479603e-01	6.657144025e+00
3.728245436e+00	-6.502357095e+00	6.619632783e+00
4.499666382e+00	-8.066607058e+00	-3.831821109e+00
-3.551889454e+00	9.239865470e+00	-1.417380474e+00
-8.858101182e+00	4.227536136e+00	-1.913630493e+00
-8.008136599e+00	5.492600581e+00	-2.387694927e+00
-3.486264493e-01	3.248550276e-01	-9.988639988e+00
9.956810221e+00	3.553454313e-02	9.277216862e-01
-6.015765566e+00	-1.804700614e+00	-7.781620677e+00
6.301221004e+00	5.274401734e+00	-5.698710399e+00
2.142928075e+00	9.605186631e+00	1.774330592e+00
-8.427504671e+00	-5.253407637e+00	1.174254329e+00
-8.417569044e+00	-3.254245044e+00	-4.307484252e+00
-1.967534280e+00	8.900491870e+00	4.112183523e+00
-2.084747088e+00	-7.279632598e+00	-6.531521937e+00
4.082240472e+00	7.819440545e+00	4.710802722e+00
-7.554161172e-01	-8.291725421e+00	-5.538649296e+00
9.925681554e-01	5.809395749e+00	-8.078720783e+00
8.196606713e+00	5.650877065e+00	9.398014615e-01
-8.415556030e+00	-2.559477038e+00	-4.756836553e+00
-4.420218734e-01	5.774968704e+00	-8.151953946e+00
1.236958173e+00	8.114431483e-01	-9.889969388e+00
9.968411353e+00	3.447167435e-01	-7.155036417e-01
-8.160912924e+00	1.865960631e+00	-5.469706680e+00
5.174684779e-01	3.481280017e+00	-9.360177125e+00
9.177775428e+00	1.870044096e+00	3.503051993e+00
-4.111237423e+00	-8.087919307e+00	-4.205150192e+00
-2.260495133e+00	8.863559521e+00	4.040726961e+00
-1.962638918e+00	-6.314147660e+00	-7.501972261e+00
5.838960527e+00	5.831729321e+00	-5.647784795e+00
1.965960255e+00	9.526645499e+00	-2.319057096e+00
-6.958985640e+00	6.209610886e+00	3.607388462e+00
-1.471048950e+00	-3.145066390e+00	9.377876753e+00
7.828927400e+00	-1.549916395e+00	-6.025417408e+00
1.247947150e+00	3.738932518e+00	-9.190376028e+00
9.332280573e+00	2.426221720e+00	-2.649903294e+00
-6.404178017e+00	7.037670202e+00	3.075337714e+00
-3.944499410e+00	-5.708510353e+00	7.200960627e+00
4.820932464e+00	-5.823926798e+00	6.545264459e+00
3.638859407e+00	-6.897403426e+00	6.259754643e+00
2.461468967e+00	-5.891381694e+00	7.696284315e+00
3.886883853e+00	-3.434821170e+00	-8.549510948e+00
4.914346477e+00	2.408449817e+00	8.369502266e+00
6.821998227e+00	-3.835995701e+00	6.224586506e+00
3.532802857e+00	-8.725329236e+00	-3.374601264e+00
-4.650260701e+00	8.301198639e+00	3.076552708e+00
-3.678362903e+00	-5.327702590e+00	7.621366772e+00
4.690366787e+00	-4.345669270e+00	-7.688668155e+00
7.019607165e+00	6.233169419e+00	-3.445680520e+00
-2.510596943e+00	4.726172718e+00	8.447496341e+00
8.446542265e+00	-4.480723553e+00	-2.928999864e+00
-3.864000920e+00	5.076268077e+00	-7.700714207e+00
6.055601063e+00	5.336316168e+00	-5.903678982e+00
2.660022163e+00	9.116514207e+00	-3.132642784e+00
-1.404615449e+00	2.113121498e+00	9.672733480e+00
2.675097177e+00	-2.760101559e-01	9.631597660e+00
9.781905728e+00	-1.137210712e+00	-1.738123163e+00
-5.781663537e+00	3.513401816e+00	7.363991745e+00
5.074975630e+00	-5.528311487e+00	6.609265803e+00
4.751937163e+00	-8.584454370e+00	1.930346178e+00
-7.748401815e+00	-5.374502681e+00	3.328211267e+00
-4.820149294e+00	-8.317804413e+00	-2.753232742e+00
-4.974888667e+00	5.836839361e+00	6.417303875e+00
3.873117800e+00	-8.115978743e+00	-4.373768118e+00
-2.455780323e-01	1.232111883e+00	-9.920765683e+00
9.852907268e+00	2.453111560e-01	1.691165516e+00
-8.102005245e+00	-4.761210885e+00	3.418827566e+00
-4.764305511e+00	-8.788982523e+00	2.349025618e-01
-5.973876540e+00	-4.416551073e-01	8.007355359e+00
8.097924505e+00	-5.854944537e+00	-3.784747936e-01
-9.877009910e+00	1.179955744e+00	-1.025855584e+00
-9.369803328e+00	3.128801960e+00	-1.554793842e+00
-4.535983900e+00	2.410433265e+00	8.579898690e+00
8.766975275e+00	-4.193250626e+00	2.357285243e+00
-7.335530339e+00	-6.705573009e+00	-1.106926040e+00
-8.572373676e+00	3.107331089e+00	-4.105959457e+00
-1.284983737e+00	4.454051727e+00	-8.860600432e+00
9.365578125e+00	3.503358884e+00	-1.114581107e-01
-7.397765672e+00	2.591431099e-01	6.723533886e+00
4.998911067e+00	-8.311824950e+00	2.434020160e+00
-3.710372024e+00	-3.559656003e+00	8.576828585e+00
3.443757271e+00	-1.651234861e+00	-9.241967285e+00
2.184115342e+00	5.301926598e-01	-9.744153935e+00
3.090805967e-01	2.489642575e-02	-9.995191311e+00
3.964938709e+00	5.989813907e-03	-9.180371733e+00
8.081212337e+00	2.128104694e+00	5.492283458e+00
7.293390799e-01	-4.678238803e+00	8.808072786e+00
8.955989517e+00	-3.519679179e+00	-2.720681947e+00
-4.987558149e+00	5.731925188e+00	-6.501484242e+00
1.341410511e+00	2.629634388e+00	9.554351931e+00
9.902151235e+00	-1.395475057e+00	-7.091811861e-03
-9.967285252e+00	2.220673369e-02	8.079180451e-01
-9.594733452e+00	-2.488965727e+00	-1.321415757e+00
-3.922549532e+00	1.728863479e+00	-9.034635368e+00
8.199749059e+00	2.565962592e+00	-5.116634767e+00
3.229725176e-01	8.810351662e+00	4.719469498e+00
-8.801046156e-01	-9.960425458e+00	1.238570316e-01
-9.852928842e+00	-3.835792853e-01	1.665130673e+00
-7.024949094e+00	-4.051337687e+00	5.851218093e+00
2.615550357e+00	-9.546487083e+00	1.422491023e+00
-5.635800708e+00	-2.700808462e+00	7.806624369e+00
6.211580471e+00	-5.116929753e+00	5.935764311e+00
2.813598685e+00	-9.293431518e+00	2.390772483e+00
-7.201443136e+00	-6.723425892e+00	1.713114424e+00
-5.493078748e+00	-3.279219524e+00	-7.685883500e+00
7.038382084e+00	6.260861784e+00	3.356007651e+00
-4.429480897e+00	-7.799875714e+00	4.420592475e+00
-1.720914832e+00	-9.349564207e+00	-3.102273565e+00
-5.614706482e+00	8.274496601e+00	8.818801962e-02
-9.756624460e+00	-2.703772764e-01	2.176045790e+00
